LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
12001,0,0,1,1,1,1,2,0,2
12002,0,0,0,0,0,0,0,0,0
12003,0,0,0,0,0,0,0,0,0
12005,0,1,0,0,1,1,0,0,0
12007,0,0,0,0,0,0,0,0,0
12009,0,0,0,1,0,0,1,0,1
12011,0,0,0,0,0,0,0,0,0
12013,0,0,0,0,0,0,0,0,0
12017,0,0,0,0,0,0,0,0,1
12024,0,0,0,0,0,0,0,0,0
12028,1,1,2,1,0,1,1,1,0
12029,0,0,0,0,0,0,0,0,0
12032,1,1,1,0,0,0,0,1,0
12033,0,0,1,0,0,0,0,1,0
12038,0,0,0,0,0,0,0,0,0
12040,2,0,1,0,1,0,1,0,0
12042,1,0,0,0,0,1,2,1,1
12044,0,0,1,0,0,0,0,0,1
13002,1,0,0,1,1,0,0,0,0
13004,0,0,0,2,0,0,0,0,0
13007,0,0,0,0,1,0,1,1,0
13008,3,1,1,1,1,1,1,0,0
13009,0,0,0,0,0,0,0,0,0
13020,0,0,0,0,0,1,1,0,0
13023,1,0,0,0,0,0,1,1,1
13024,0,0,1,1,1,0,1,0,1
13027,0,1,0,0,0,0,0,0,0
13030,1,2,2,2,0,0,0,0,0
13037,1,1,1,1,1,0,2,2,1
13039,0,0,NA,0,0,0,0,1,2
13040,0,0,1,0,0,0,1,0,0
13043,1,1,1,0,0,0,0,0,0
13044,0,0,0,0,0,0,0,0,0
13048,0,0,0,0,0,1,2,2,1
13056,1,0,0,1,1,0,0,1,1
13060,0,0,1,0,0,0,1,1,0
22001,3,1,2,3,3,2,2,2,2
22007,0,1,1,2,2,1,1,1,0
22009,2,0,1,1,0,0,1,1,1
22010,0,0,1,1,0,0,0,1,1
22018,0,0,2,1,0,0,0,0,0
22021,1,1,1,0,2,2,1,1,1
22022,0,0,0,0,1,0,0,0,0
22024,0,1,1,0,0,0,0,1,1
22026,0,0,0,0,0,0,0,0,0
22028,0,1,0,0,0,0,0,1,0
22040,1,1,2,1,1,1,1,1,2
22042,0,1,0,0,0,0,1,0,0
22047,0,0,1,3,0,0,0,0,1
22054,1,0,0,2,0,0,0,0,0
22059,1,1,1,0,1,1,1,1,1
22060,1,2,2,2,1,0,0,1,2
22065,0,0,1,1,2,0,1,1,2
22075,0,0,0,0,0,0,0,0,0
23006,0,0,0,0,NA,0,0,2,3
23007,1,0,1,1,1,0,1,1,1
23010,0,0,0,0,0,0,0,0,0
23016,1,0,0,0,0,0,0,0,0
23020,3,1,0,0,0,0,1,1,1
23021,2,1,0,1,1,0,1,0,0
23022,1,0,0,2,0,0,1,0,1
23029,0,0,1,1,1,1,1,2,2
23036,1,1,1,1,2,1,1,1,0
23040,1,0,1,1,0,0,0,1,1
23047,1,1,1,1,0,1,1,0,0
23060,0,0,0,0,0,0,0,0,0
23063,1,1,0,1,1,1,1,0,0
23064,1,0,0,0,0,0,0,0,0
23070,0,0,1,0,0,0,0,0,1
23074,0,0,1,0,0,0,0,0,1
23076,0,0,0,1,0,0,1,0,1
23082,0,1,1,1,1,1,1,0,1
