LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
21056,0,0,0,0,0,0,0,0,0
21058,2,2,2,2,2,3,1,2,2
21059,2,0,0,0,0,0,0,0,0
21061,2,3,3,2,3,2,2,2,3
21063,0,0,0,3,0,1,1,1,2
21070,1,1,0,0,0,1,1,1,2
21072,1,2,2,1,1,1,1,2,0
22001,1,1,2,2,1,1,2,2,1
22007,0,2,1,0,0,0,1,3,1
22009,0,0,3,0,0,1,2,0,1
22010,2,2,2,2,2,1,2,1,1
22021,1,1,2,2,2,2,2,2,2
22022,2,2,2,1,2,2,1,0,2
22024,2,1,1,2,1,1,0,1,1
22026,0,0,0,1,2,1,1,0,0
22028,0,0,0,0,0,0,0,0,0
22040,1,2,0,2,2,2,2,2,2
22042,0,0,1,0,1,0,1,0,0
22047,1,2,2,2,0,0,2,2,3
22054,1,1,0,2,2,2,2,2,2
22059,1,1,1,1,1,1,1,1,1
22060,1,2,2,2,1,1,2,1,1
22065,0,0,1,1,2,1,2,3,1
22075,0,1,1,1,0,0,0,0,1
22076,1,3,1,1,1,1,1,2,1
23006,3,0,2,3,3,2,3,2,2
23007,0,3,1,1,2,2,0,2,0
23010,0,0,0,0,2,0,2,0,1
23016,0,0,0,0,0,1,1,1,2
23020,1,2,2,2,2,1,0,0,1
23021,0,0,NA,0,NA,1,2,0,0
23022,1,0,1,2,1,3,1,4,1
23029,0,0,0,0,1,1,1,1,0
23036,0,2,2,2,0,2,2,2,2
23047,0,0,1,1,0,1,2,2,1
23060,0,0,0,0,1,0,0,0,0
23063,0,0,0,0,0,0,0,0,0
23064,2,2,0,0,1,1,1,0,0
23070,0,2,1,1,1,1,1,2,2
23074,2,2,2,1,1,1,1,1,1
23076,0,0,0,1,0,0,0,0,1
23082,0,1,0,0,1,1,1,1,1
23090,1,2,1,1,0,0,1,2,2
24003,1,2,2,2,2,2,0,2,1
24008,0,0,0,0,0,0,0,0,0
24009,1,0,1,1,2,2,2,1,1
24010,1,2,2,2,2,4,3,4,2
24012,1,1,2,1,2,0,1,1,0
24018,1,1,1,1,0,0,0,0,2
24019,0,0,0,1,0,1,0,1,0
24023,1,2,3,2,0,2,2,1,0
24026,1,0,0,0,0,1,0,0,0
24028,1,0,1,0,0,1,1,2,0
24030,2,2,3,2,2,1,1,2,2
24032,1,1,2,0,1,1,1,1,1
24038,0,2,2,2,2,2,2,2,2
24044,1,2,2,2,1,1,2,1,1
24045,1,2,2,2,2,2,2,1,1
24056,0,1,0,1,0,1,2,2,1
24064,2,1,1,2,2,0,1,1,0
24069,1,1,2,2,2,2,1,3,2
