LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
13039,1,0,0,1,2,1,1,0,1
13040,1,1,1,1,1,1,1,1,1
13043,1,0,0,1,1,0,0,1,3
13044,1,1,1,0,1,0,0,0,0
13048,2,2,2,1,1,2,3,2,1
13056,1,1,2,1,1,2,1,1,1
13060,1,1,2,1,2,1,2,2,3
13066,3,2,2,4,3,3,3,2,3
13069,2,1,1,1,2,3,1,0,0
14001,1,1,1,0,1,0,0,1,1
14007,1,1,1,1,1,1,1,1,0
14008,1,1,1,1,2,3,2,1,3
14009,1,1,1,1,1,0,1,1,1
14013,0,0,0,0,0,0,0,0,0
14020,1,1,2,1,1,2,1,0,1
14024,1,1,1,1,1,1,1,1,1
14028,1,2,1,2,1,1,1,1,1
14029,0,1,2,2,1,0,0,1,0
14030,1,1,0,2,0,1,0,0,2
14036,1,1,1,1,4,0,1,1,0
14037,2,2,2,0,1,1,2,1,0
14044,0,0,0,2,1,0,0,2,0
14048,1,1,2,1,1,2,2,2,1
14056,1,3,2,1,1,0,0,1,1
14057,2,1,2,2,1,1,0,0,NA
14059,1,2,2,2,2,1,2,1,2
14062,1,1,0,1,0,0,0,1,0
21005,1,2,1,1,1,0,0,2,1
21006,1,1,2,3,1,1,1,5,2
21007,2,2,2,1,2,3,1,1,1
21008,0,1,0,1,1,1,1,0,0
21012,1,0,1,0,1,0,0,0,2
21020,1,1,1,4,2,2,0,3,2
21049,2,1,1,1,2,2,1,2,2
21052,0,0,0,4,0,0,0,0,1
21054,1,1,2,1,1,3,2,2,2
21055,2,1,1,1,1,1,1,1,1
21058,4,2,2,2,2,2,4,2,2
21059,1,1,1,1,1,1,1,1,2
21061,2,1,2,2,1,2,1,4,2
21063,0,1,1,1,1,1,1,0,1
21070,2,2,2,3,2,2,2,1,2
21072,0,1,1,1,1,3,2,1,1
21081,1,1,1,1,1,1,0,0,1
21082,1,4,0,2,3,5,0,0,1
22001,3,2,2,1,3,1,3,1,1
22007,1,2,1,1,4,2,1,1,1
22009,1,1,1,2,2,2,2,2,2
22010,1,1,2,1,1,1,1,0,1
22021,1,1,3,2,4,2,3,2,2
22022,1,1,1,1,1,1,0,2,2
22024,2,2,1,2,2,1,1,1,1
22026,0,2,1,1,1,1,1,1,1
22028,0,0,0,0,0,0,0,0,0
22040,2,2,3,2,2,1,3,2,2
22042,1,1,2,1,1,2,2,2,3
22047,0,1,1,1,1,1,1,1,1
22054,2,2,1,1,2,2,1,2,1
22059,2,1,1,2,1,1,1,1,2
22060,3,1,2,3,2,2,2,1,1
22065,1,1,1,1,2,3,3,1,1
22075,1,1,1,1,1,1,1,0,2
22076,3,1,1,2,1,2,1,1,2
23006,1,2,4,3,2,3,2,3,3
23007,1,1,2,2,2,1,1,2,2
23010,1,2,3,1,2,2,2,1,1
23016,0,0,1,1,2,1,2,1,3
23020,2,3,2,2,2,0,1,1,2
23021,1,2,3,1,3,1,3,4,1
23022,1,1,1,1,3,2,3,1,1
23029,1,1,1,1,1,0,1,0,1
23036,1,1,1,1,1,1,1,1,1
23047,1,0,0,0,2,1,1,1,2
23060,0,0,1,1,1,0,0,0,0
23063,1,1,1,1,1,2,1,1,1
23064,1,1,1,1,1,1,1,2,2
23070,1,1,2,1,2,1,1,1,1
23074,3,1,2,3,1,2,2,2,2
23076,1,1,1,1,1,1,2,2,2
23082,1,1,1,0,1,NA,NA,0,1
23091,1,1,1,1,1,1,1,1,1
24008,0,0,1,0,0,0,0,0,0
24009,2,2,2,1,1,2,2,1,2
24010,1,1,1,1,1,2,1,1,4
24018,1,0,0,1,2,3,1,2,2
24019,1,1,1,2,1,1,1,1,1
24023,2,1,1,1,1,1,1,1,1
24026,1,2,2,3,2,1,2,2,1
24028,2,2,1,2,1,2,4,3,2
24030,1,2,1,1,2,1,1,1,1
24032,1,1,1,2,1,0,1,2,2
24038,0,1,1,1,1,1,2,2,3
24045,2,1,1,1,1,1,1,1,2
24056,1,1,2,2,1,1,0,2,1
24064,1,1,2,2,1,1,1,1,4
24069,3,3,3,3,4,5,2,1,1
24071,2,1,1,1,1,1,1,3,2
24072,1,2,2,1,2,1,1,3,2
24075,3,2,1,2,1,2,2,2,1
