LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
21054,0,0,2,1,0,1,0,1,1
21055,1,1,0,0,0,0,0,0,0
21056,0,0,0,0,0,0,0,0,0
21058,1,2,1,1,1,0,2,0,1
21059,0,0,1,1,0,0,0,0,0
21061,0,0,0,1,0,2,0,0,0
21063,0,1,0,1,1,0,1,1,0
21070,0,1,0,0,1,1,0,0,1
21072,0,1,0,0,0,0,0,0,0
22001,0,2,1,1,1,0,1,1,3
22007,0,1,3,0,0,1,0,0,0
22009,0,0,1,2,2,0,1,1,1
22010,1,1,1,0,1,1,0,0,1
22021,0,1,0,1,2,0,2,2,0
22022,0,0,1,0,1,0,0,1,1
22024,1,1,1,0,1,1,0,1,1
22026,0,1,0,0,1,0,0,0,0
22028,0,0,0,0,0,0,0,0,0
22040,0,0,0,1,1,1,2,2,2
22042,0,0,1,0,2,0,0,1,0
22047,0,0,1,0,1,1,0,3,0
22054,0,0,0,0,0,0,0,0,0
22059,0,1,1,1,0,1,1,1,1
22060,0,0,0,0,0,0,0,0,0
22065,0,0,1,0,3,0,2,1,2
22075,0,0,0,0,1,0,0,1,0
22076,1,1,1,0,0,1,1,1,0
23006,0,0,2,1,3,2,3,1,2
23007,0,1,2,1,1,0,1,1,0
23010,0,1,1,0,0,0,0,0,0
23016,0,0,0,0,0,0,0,0,0
23020,1,0,0,0,0,0,0,0,0
23021,0,0,NA,1,NA,2,2,1,2
23022,0,0,0,1,1,6,2,1,2
23029,0,1,2,0,2,0,0,1,0
23036,0,1,1,0,0,1,0,0,0
23047,0,0,1,1,0,0,0,0,0
23060,0,0,0,0,0,0,0,0,0
23063,1,3,0,0,1,0,0,0,1
23064,0,2,0,0,0,1,0,2,0
23070,0,0,0,1,0,0,0,1,1
23074,1,1,1,1,0,1,1,1,2
23076,0,0,0,0,1,1,0,2,1
23082,1,1,1,1,1,1,1,0,0
23090,0,0,1,1,0,0,1,0,0
24003,1,1,1,1,0,0,1,0,1
24008,0,0,0,0,0,0,0,0,0
24009,1,1,2,1,1,1,1,1,0
24010,1,1,6,2,2,2,1,1,1
24012,0,0,0,0,0,0,0,1,0
24018,0,0,0,0,0,1,1,2,1
24019,0,0,2,1,0,0,0,0,0
24023,0,1,1,1,0,1,1,1,0
24026,0,0,0,0,0,0,0,0,0
24028,0,0,1,0,1,1,0,0,1
24030,1,1,1,0,1,1,0,1,1
24032,1,0,0,0,0,1,1,1,0
24038,1,0,0,0,1,1,0,0,0
24044,3,1,2,1,1,1,1,2,2
24045,1,1,2,1,1,2,1,0,1
24056,1,2,1,1,1,1,1,1,2
24064,0,0,1,0,0,0,0,0,0
24069,0,0,1,1,2,1,1,3,1
