LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
11004,2,1,1,1,1,1,1,1,1
11006,0,0,0,0,0,0,0,0,0
11010,0,0,0,0,0,0,0,0,0
11013,0,0,1,1,1,1,1,0,0
11014,0,1,0,0,0,1,0,1,0
11016,0,0,2,0,1,1,1,1,2
11017,0,0,0,0,0,1,0,1,0
11018,1,2,0,0,0,1,1,1,1
11020,0,0,0,NA,1,0,0,0,0
11021,0,1,0,0,0,NA,0,1,0
11024,0,0,0,0,0,0,0,0,0
11025,0,0,0,0,0,0,0,0,1
11031,0,0,1,0,1,1,0,0,0
11038,0,0,0,1,0,0,0,0,0
11040,1,0,0,1,0,0,0,0,0
11041,0,0,0,0,0,0,0,0,0
11045,0,1,1,0,0,0,0,1,0
11050,0,0,0,0,0,0,0,0,0
12001,0,0,0,0,0,0,0,0,0
12002,0,0,0,0,0,0,0,0,0
12003,0,0,0,0,0,0,0,0,0
12005,0,0,1,2,1,1,0,0,0
12007,0,0,0,NA,0,0,0,0,0
12009,1,0,1,0,0,0,0,0,0
12011,0,0,0,0,0,0,0,0,0
12013,0,0,1,0,0,0,1,0,0
12015,0,0,0,0,0,0,0,0,0
12016,1,0,1,0,0,0,0,0,1
12017,1,0,1,0,0,2,1,0,0
12024,0,1,0,0,0,0,0,0,0
12028,1,1,1,0,1,0,1,1,0
12029,0,0,0,0,1,1,1,1,1
12032,0,1,0,0,0,0,0,1,1
12033,0,0,0,0,0,0,0,0,0
12038,0,0,0,0,0,0,0,0,0
12040,0,1,1,1,1,0,0,1,1
13002,1,1,0,1,1,0,1,1,1
13004,0,0,0,0,1,0,0,0,0
13007,0,1,0,1,0,1,0,1,0
13008,1,0,0,0,0,0,0,1,0
13009,1,1,1,2,1,1,0,0,2
13020,0,0,0,2,0,0,0,0,0
13022,0,0,0,0,0,0,0,0,0
13023,1,1,0,1,1,1,1,1,1
13027,0,0,NA,0,0,0,0,0,0
13029,0,1,2,1,0,1,1,0,1
13030,1,1,1,1,1,0,0,0,NA
13037,0,1,1,1,0,1,1,2,2
13039,0,0,0,1,0,1,0,1,1
13040,0,0,0,0,1,1,1,1,1
13042,0,0,1,0,0,0,0,0,0
13043,0,0,1,0,1,1,1,1,1
13044,NA,0,1,1,0,0,1,1,1
13048,0,0,1,2,0,2,1,1,2
14001,0,0,0,0,0,0,0,0,0
14003,1,1,1,1,0,1,0,0,0
14004,1,2,1,1,1,1,1,0,0
14007,1,1,1,1,0,1,0,0,0
14008,1,1,1,0,0,1,1,1,1
14009,0,2,1,0,0,1,0,0,0
14013,0,0,0,0,0,0,0,0,0
14017,NA,1,0,0,0,1,0,1,0
14020,0,0,0,0,0,0,0,0,0
14024,0,0,0,0,0,0,0,0,0
14028,1,1,0,0,0,0,1,0,0
14029,0,0,0,0,0,0,0,0,0
14030,0,0,0,0,0,0,0,1,2
14036,1,0,0,0,0,0,0,0,0
14037,0,0,0,0,0,0,0,0,0
14044,1,0,0,1,1,0,0,0,0
14048,0,1,1,0,1,1,0,0,0
14049,NA,0,0,2,0,0,0,1,0
21003,1,NA,0,NA,0,0,0,0,0
21005,0,0,0,0,0,0,1,0,0
21006,0,0,0,0,0,0,0,0,1
21007,0,1,0,0,0,1,0,0,0
21008,0,0,0,0,0,0,0,0,0
21012,0,0,0,0,0,0,0,0,0
21013,1,0,0,0,0,0,0,0,0
21020,1,1,1,0,0,0,1,1,1
21022,0,0,0,1,0,1,0,1,1
21024,1,1,0,0,0,0,0,0,1
21025,0,2,1,0,0,1,1,1,2
21026,1,0,1,0,0,0,0,1,1
21029,0,1,1,0,0,0,1,0,1
21038,1,0,1,0,1,0,1,0,0
21045,0,1,1,1,0,0,1,1,0
21049,1,0,1,1,1,0,1,1,0
21052,0,0,0,0,0,0,0,0,0
21054,0,1,0,1,1,0,1,1,0
22001,1,2,1,1,1,0,1,1,0
22002,0,0,0,0,0,0,0,0,0
22003,1,1,1,0,0,1,1,0,1
22007,1,2,1,1,1,0,1,1,1
22009,1,0,0,0,0,1,1,2,0
22010,0,1,0,1,0,0,0,0,1
22018,1,0,0,1,1,1,0,1,1
22019,0,1,3,1,1,2,1,1,0
22021,0,NA,0,0,0,1,0,0,1
22022,1,NA,1,1,1,1,1,1,1
22024,1,1,0,1,0,0,0,0,0
22026,0,0,0,0,0,1,0,1,0
22028,0,NA,1,1,0,0,0,0,0
22032,1,2,2,1,1,1,1,1,1
22040,0,1,1,1,0,1,1,1,1
22042,0,1,0,1,1,1,1,2,1
22043,0,0,0,1,1,1,1,2,1
22047,0,0,1,1,0,1,1,1,1
23002,1,0,0,0,1,0,0,0,0
23006,0,0,2,1,1,2,1,1,1
23007,0,1,0,0,1,0,1,0,1
23013,0,1,0,0,0,0,0,0,0
23015,0,1,1,0,1,1,1,0,1
23016,0,0,0,0,0,0,0,0,0
23020,0,0,0,0,0,NA,0,0,0
23021,2,1,2,2,0,1,1,1,1
23022,8,1,0,2,3,1,3,1,1
23029,1,0,0,1,1,0,0,0,0
23032,0,0,0,0,0,0,0,0,0
23036,3,2,1,2,1,2,3,0,1
23040,0,0,0,0,0,0,0,1,0
23041,0,1,0,0,1,1,0,1,1
23045,1,1,1,1,1,1,0,1,0
23047,1,1,1,0,0,0,0,0,1
23057,1,NA,0,1,0,0,0,0,1
23064,1,1,1,0,1,0,0,0,0
24001,0,0,0,0,1,0,0,0,0
24003,2,1,1,1,1,1,1,1,0
24008,0,0,0,0,0,0,0,0,0
24009,1,0,1,1,0,1,1,0,0
24010,0,1,0,0,1,1,1,0,1
24012,0,1,0,0,0,0,1,0,0
24018,0,0,0,0,0,0,0,0,0
24019,0,0,0,0,0,0,0,0,0
24023,1,0,0,0,0,0,0,0,1
24024,0,0,0,0,0,0,0,0,0
24026,1,1,0,1,0,0,0,0,1
24028,1,1,1,0,1,0,0,0,1
24030,2,1,1,1,2,1,1,1,0
24032,0,1,2,2,1,1,1,1,0
24038,1,0,1,1,0,1,0,0,0
24039,0,3,0,0,0,0,0,0,1
24044,2,3,4,2,3,3,4,2,3
24045,1,1,0,0,1,1,1,NA,0
