LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
11004,0,1,0,0,2,1,1,1,1
11006,0,0,0,0,0,0,0,0,0
11010,0,0,0,0,0,0,0,0,0
11013,0,0,0,1,1,0,0,0,0
11014,0,0,0,0,0,0,0,0,0
11016,0,0,0,0,2,1,1,0,1
11017,0,0,0,0,0,0,0,0,0
11018,1,0,0,0,0,0,0,0,0
11020,0,0,0,NA,0,0,0,0,0
11021,0,0,0,0,0,NA,0,0,0
11024,0,0,0,0,0,0,0,0,0
11025,0,0,0,0,0,0,0,0,0
11031,0,0,0,0,0,0,0,0,0
11038,0,0,0,0,0,0,0,0,0
11040,0,1,0,0,0,0,0,0,0
11041,0,0,0,0,0,0,0,0,0
11045,0,0,1,0,0,1,0,0,0
11050,0,0,0,0,0,0,0,0,0
12001,0,0,0,0,0,0,0,0,0
12002,0,0,0,0,0,0,0,0,0
12003,0,0,0,0,0,0,0,0,0
12005,0,0,0,0,0,0,0,0,0
12007,0,0,0,NA,0,0,0,0,0
12009,1,0,1,0,0,0,0,0,0
12011,0,0,0,0,0,0,0,0,0
12013,0,0,0,0,0,0,0,0,0
12015,0,0,0,0,0,0,0,0,0
12016,0,0,0,0,0,0,0,0,0
12017,0,0,0,0,0,0,0,0,0
12024,0,0,0,0,0,0,0,0,0
12028,1,2,1,1,0,1,0,0,0
12029,0,0,0,0,0,0,0,0,0
12032,0,0,0,0,0,1,0,1,0
12033,0,0,0,0,0,0,0,0,0
12038,0,0,0,0,0,0,0,0,0
12040,0,0,0,0,0,0,0,0,0
13002,0,0,1,0,0,0,0,0,2
13004,0,0,0,0,0,0,0,0,0
13007,0,0,0,0,0,1,1,0,0
13008,0,0,0,0,0,0,0,0,0
13009,0,0,0,0,0,1,0,0,2
13020,0,0,0,0,0,0,0,0,0
13022,0,0,0,0,0,1,0,0,0
13023,0,0,0,0,0,4,1,0,1
13027,0,0,NA,0,0,0,0,0,0
13029,0,0,0,0,0,1,1,0,1
13030,1,0,1,0,0,0,0,0,NA
13037,0,0,0,0,0,0,0,0,0
13039,0,0,1,1,0,0,0,0,0
13040,2,0,0,1,2,1,0,1,1
13042,0,0,0,0,0,0,0,0,0
13043,1,0,0,0,0,0,0,0,1
13044,NA,0,1,0,0,0,1,0,1
13048,0,0,0,0,0,0,1,0,1
14001,0,1,2,0,0,0,0,0,0
14003,0,0,0,0,0,0,0,0,0
14004,1,2,1,1,1,1,1,0,0
14007,0,0,1,1,0,1,0,0,0
14008,1,0,0,0,0,1,1,0,0
14009,0,0,0,0,0,0,0,0,0
14013,0,0,0,0,0,0,0,0,0
14017,NA,0,0,0,0,0,0,2,0
14020,0,0,0,0,0,0,0,0,0
14024,0,0,0,0,0,0,0,0,0
14028,0,0,0,1,0,0,0,0,0
14029,0,0,0,0,0,0,0,0,0
14030,0,0,0,0,0,0,0,0,0
14036,0,0,0,0,0,0,0,0,0
14037,0,0,0,0,0,0,0,0,0
14044,0,0,0,0,2,1,0,0,0
14048,0,0,1,0,0,1,0,0,0
14049,NA,0,0,0,0,0,0,0,0
21003,0,NA,0,NA,0,0,0,0,0
21005,0,0,0,0,0,0,0,0,0
21006,0,0,1,0,2,0,0,2,0
21007,0,0,0,0,1,0,0,0,0
21008,0,0,0,0,0,0,0,0,0
21012,0,0,0,0,0,0,0,1,0
21013,0,0,0,0,0,0,0,0,0
21020,0,0,0,0,0,0,0,0,0
21022,1,1,2,2,2,1,1,0,1
21024,1,0,2,1,2,2,5,2,1
21025,0,1,0,0,0,0,0,1,2
21026,0,0,0,0,0,1,0,0,1
21029,0,0,0,0,0,0,0,0,0
21038,0,0,0,0,0,0,0,0,0
21045,0,0,0,0,0,0,0,0,0
21049,1,1,1,0,0,0,0,0,0
21052,0,0,0,0,0,0,0,0,0
21054,0,0,0,0,0,0,0,0,0
22001,0,2,1,1,0,2,0,1,0
22002,0,0,0,0,0,0,0,0,0
22003,0,1,1,0,0,1,1,1,0
22007,1,1,0,0,0,0,0,0,0
22009,0,0,0,0,0,0,0,1,1
22010,0,1,0,0,0,0,1,0,0
22018,0,0,0,0,0,0,0,0,0
22019,0,0,0,1,1,1,1,0,1
22021,0,NA,0,0,0,1,0,0,0
22022,0,NA,1,2,0,0,0,1,0
22024,0,1,0,1,0,0,0,0,0
22026,0,0,0,0,0,0,0,0,0
22028,0,NA,0,0,0,0,0,0,0
22032,0,1,1,1,1,1,1,1,1
22040,0,1,0,1,0,0,0,0,0
22042,0,0,0,0,0,0,0,1,0
22043,0,0,1,0,1,0,0,0,1
22047,0,1,1,0,0,0,1,1,1
23002,0,0,0,0,0,1,0,0,0
23006,0,1,1,1,0,1,1,1,1
23007,0,1,0,1,0,0,1,1,1
23013,0,0,0,1,0,0,0,0,1
23015,1,1,2,1,1,1,1,1,1
23016,0,0,0,0,0,0,0,0,0
23020,0,0,0,0,0,NA,0,0,0
23021,1,1,1,1,0,0,0,1,2
23022,3,0,0,1,1,1,1,1,1
23029,0,0,0,4,0,1,1,0,1
23032,0,0,0,0,0,0,0,0,0
23036,3,1,1,0,2,0,1,0,1
23040,0,0,1,0,1,1,0,1,0
23041,0,0,0,1,0,1,1,0,0
23045,1,1,2,1,1,1,1,1,0
23047,0,1,0,0,0,0,0,0,0
23057,1,NA,1,1,0,0,1,0,1
23064,0,0,0,1,0,2,0,0,0
24001,0,0,0,0,0,0,0,0,0
24003,1,2,1,1,1,1,0,0,1
24008,0,0,0,0,0,0,0,0,0
24009,0,0,0,2,0,0,0,0,0
24010,1,1,0,1,1,1,0,0,1
24012,0,0,0,0,0,0,0,0,0
24018,0,0,0,0,0,0,0,0,0
24019,0,0,0,1,0,0,0,0,1
24023,0,0,0,0,2,0,1,0,0
24024,0,0,0,0,0,0,0,0,0
24026,2,0,0,0,0,0,0,0,0
24028,0,0,0,0,0,0,0,0,0
24030,0,1,1,0,0,1,0,0,0
24032,0,1,0,1,0,0,1,1,1
24038,0,0,0,0,0,0,0,0,0
24039,0,1,0,0,0,0,0,0,0
24044,1,2,2,2,1,2,2,2,1
24045,0,1,1,0,1,0,0,NA,0
