LocationName,week1.count,week2.count,week3.count,week4.count,week5.count,week6.count,week7.count,week8.count,week9.count
14029,0,1,1,3,0,0,0,0,0
14030,2,0,0,0,0,0,0,0,1
14036,0,1,0,0,1,0,1,1,0
14037,0,2,1,2,1,1,1,1,0
14044,1,2,1,0,1,0,0,2,0
14048,0,0,1,1,0,1,0,2,1
14056,1,1,0,0,0,1,0,3,0
14057,0,2,0,0,0,4,0,0,NA
14059,1,2,1,1,0,0,1,1,2
14062,0,0,0,0,0,0,0,0,0
21005,0,0,0,0,0,0,0,1,1
21006,0,0,0,0,0,0,0,2,1
21007,1,1,1,0,0,0,0,0,0
21008,1,0,0,0,1,0,1,0,0
21012,0,0,0,0,0,0,0,0,0
21020,0,0,0,1,0,0,0,0,0
21049,1,0,0,1,1,2,0,0,1
21052,0,0,0,0,0,0,0,0,0
21054,1,0,0,0,2,2,0,1,2
21055,3,1,1,0,0,0,0,1,0
21058,1,1,2,1,2,2,2,1,1
21059,1,1,0,0,0,1,1,1,1
21061,1,1,1,1,1,1,0,2,0
21063,0,0,0,0,0,0,0,0,1
21070,1,1,0,0,1,1,2,1,1
21072,0,1,0,1,0,0,1,0,0
21081,0,0,0,0,1,1,0,0,1
21082,0,1,0,0,2,1,0,0,0
22001,2,2,1,2,3,1,2,2,2
22007,2,2,3,2,1,3,1,1,1
22009,1,1,1,2,2,2,2,1,1
22010,1,0,1,1,1,1,1,1,1
22021,2,1,1,1,1,1,1,1,1
22022,0,0,0,0,0,0,0,0,0
22024,1,1,0,1,1,1,1,1,1
22026,0,0,0,0,0,0,0,0,0
22028,0,0,0,0,0,0,0,1,0
22040,2,2,1,2,1,1,2,2,1
22042,1,0,0,1,0,3,0,1,0
22047,0,0,0,0,0,0,0,0,1
22054,1,1,1,2,1,0,1,1,2
22059,1,2,1,1,1,2,1,1,2
22060,0,0,0,1,0,0,0,1,0
22065,1,1,0,0,1,1,1,1,1
22075,2,2,0,0,0,0,1,0,0
22076,2,1,1,1,1,0,1,1,1
23006,1,1,1,1,0,1,3,2,2
23007,2,1,2,0,1,0,0,1,0
23010,0,0,0,0,0,0,0,0,0
23016,0,2,2,1,0,0,0,0,0
23020,0,1,0,1,1,0,1,1,1
23021,1,1,1,1,1,1,1,1,1
23022,0,2,1,0,1,0,1,1,2
23029,0,1,0,0,2,2,1,1,0
23036,2,1,1,0,1,0,0,0,0
23047,1,1,1,2,3,2,0,1,1
23060,0,0,0,0,0,0,0,0,1
23063,1,0,0,0,1,0,1,1,1
23064,3,0,2,0,1,1,1,0,1
23070,0,0,0,0,1,0,0,0,0
23074,0,1,1,0,2,1,2,1,1
23076,1,1,1,1,1,1,2,2,1
23082,0,1,1,1,1,NA,NA,0,0
23091,1,1,1,1,1,1,1,0,1
24008,0,0,0,0,0,0,0,0,0
24009,2,2,2,2,1,1,1,1,1
24010,1,1,1,1,2,1,1,2,2
24018,3,1,0,1,1,1,0,1,1
24019,3,1,0,0,2,0,1,1,0
24023,2,1,1,1,2,0,2,1,1
24026,0,1,2,1,1,0,1,1,1
24028,1,1,0,1,0,1,1,1,1
24030,1,1,1,1,1,1,1,1,1
24032,1,2,1,1,1,0,1,1,1
24038,0,0,1,0,0,0,0,0,0
24045,0,0,1,0,1,0,0,0,0
24056,1,1,1,1,1,1,1,1,1
24064,0,0,0,0,1,0,0,0,0
24069,1,0,3,1,1,2,2,1,1
24071,1,2,0,0,2,2,2,1,1
24072,0,0,0,0,1,1,0,0,1
24075,2,2,2,0,2,1,2,0,2
